project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
Pakistan Steel Mills,پاکستان سٹیل ملز (Urdu),Government of Pakistan,Pakistan Steel Mills Corporation PLC,state-owned,Sindh,Pakistan,Southern Asia,operating,1100,1100,integrated_BF,"BF, BOF",https://www.gem.wiki/Pakistan_Steel_Mills,24.809977,67.35244
ArcelorMittal Dąbrowa Górnicza steel plant,,ArcelorMittal,ArcelorMittal Poland,private,Silesia,Poland,Eastern Europe,operating,6000,6000,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_D%C4%85browa_G%C3%B3rnicza_steel_plant,50.342417,19.285037
ArcelorMittal Kraków steel plant,,ArcelorMittal,ArcelorMittal Poland,private,Lesser Poland,Poland,Eastern Europe,mothballed,1400,1400,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Krak%C3%B3w_steel_plant,50.083849,20.096306
CMC Zawiercie steel plant,,Commercial Metals Company,CMC Poland Sp. z o.o.,private,Silesia,Poland,Eastern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/CMC_Zawiercie_steel_plant,50.487463,19.456759
Industries Qatar Steel plant,قطر ستيل (Arabic),Industries Qatar,Qatar Steel,state-owned,Mesaieed,Qatar,Western Asia,operating,2558,1900,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Industries_Qatar_Steel_plant,24.952688,51.584777
GFG Liberty Galati steel plant,,GFG Alliance,Liberty Steel,private,Galați County,Romania,Eastern Europe,operating,3000,3000,integrated_BF,"BF, BOF",https://www.gem.wiki/GFG_Liberty_Galati_steel_plant,45.434119,27.976244
Hesteel Smederevo steel plant,,"Hesteel Group Co., Ltd. (HBIS)",Serbia Iron & Steel Ltd.,private,Podunavlje,Serbia,Southern Europe,operating,2200,2200,integrated_BF,"BF, BOF",https://www.gem.wiki/Hesteel_Smederevo_steel_plant,44.606332,20.970066
Abinsk Electric Steel Works,АЭМЗ (Russian),Novorosmetall Ltd.,"Abinsk Electric Steel Works, Ltd.",private,Krasnodar,Russia,Eastern Europe,operating,1500,N/A,electric,EAF,https://www.gem.wiki/Abinsk_Electric_Steel_Works,44.881938,38.12751
Amurstal,Амурсталь (Russian),Metalloinvest,"Torex, LLC",private,Khabarovsk,Russia,Eastern Europe,operating,2000,N/A,electric,EAF,https://www.gem.wiki/Amurstal_steel_plant,50.563131,136.976362
Iron Ozone 32,Группа ЧТПЗ (Russian),ChelPipe Group,Pervouralsk New Pipe Plant (PNTZ JSC),private,Sverdlovsk,Russia,Eastern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Iron_Ozone_32_steel_plant,56.90205,59.992198
Mechel Chelyabinsk Metallurgical Plant,Челябинский металлургический комбинат (Russian),"Mechel Group (Igor V. Zyuzin 50.2%, Other 49.8%)",OJSC Mechel,private,Chelyabinsk,Russia,Eastern Europe,operating,7000,7000,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Mechel_Chelyabinsk_Metallurgical_Plant,55.27073,61.436492
IMH Tulachermet Ironworks,ПАО Тулачермет (Russian),Industrial Metallurgical Holding,PJSC Tulachermet,private,Tula,Russia,Eastern Europe,operating,1532,2300,integrated_BF,"BF, BOF",https://www.gem.wiki/IMH_Tulachermet_Ironworks,54.156726,37.725551
Magnitogorsk Iron & Steel Works,Магнитогорский металлургический комбинат (Russian),"MMK Group (Mintha Holding Ltd. 84.26%, The Bank of New York Mellon 3.43%, Other 12.31%)",PJSC Magnitogorsk Iron and Steel Works,private,Chelyabinsk,Russia,Eastern Europe,operating,14045,10000,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Magnitogorsk_Iron_%26_Steel_Works,53.427593,59.054122
NLMK Lipetsk,НЛМК Липецкой (Russian),"NLMK (Fletcher Group Holdings Ltd. 81.4%, Other 18.6%)",Novolipetsk,private,Lipetsk,Russia,Eastern Europe,operating,10000,3400,integrated_BF,"BF, BOF",https://www.gem.wiki/NLMK_Lipetsk_steel_plant,52.557372,39.629574
NLMK Kaluga,НЛМК-Калуга (Russian),"NLMK (Fletcher Group Holdings Ltd. 81.4%, Other 18.6%)",NLMK Kaluga,private,Kaluga,Russia,Eastern Europe,operating,1500,N/A,electric,EAF,https://www.gem.wiki/NLMK_Kaluga_steel_plant,55.233675,36.679192
NLMK Ural,НЛМК-Урал (Russian),"NLMK (Fletcher Group Holdings Ltd. 81.4%, Other 18.6%)",NLMK Ural,private,Sverdlovsk,Russia,Eastern Europe,operating,2200,N/A,electric,EAF,https://www.gem.wiki/NLMK_Ural_steel_plant,56.849666,59.908414
Evraz NTMK,"ЕВРАЗ Нижнетагильский металлургический комбинат (Russian), ЕВРАЗ НТМК (Russian)","Evraz (Roman Abramovich 28.77%, Alexander Abramov 19.41%, Alexander Frolov 9.69%, Gennady Kozovoy 5.77%, Other 33.56%)",NTMK,private,Sverdlovsk,Russia,Eastern Europe,operating,4500,5000,integrated_BF,"BF, BOF",https://www.gem.wiki/Evraz_NTMK_steel_plant,57.922851,60.033543
Metalloinvest OEMK,"ОЭМК (Russian), Оскольского электрометаллургического комбината (Russian)",Metalloinvest,JSC Oskol Electrometallurgical Plant (OEMK),private,Belgorod,Russia,Eastern Europe,operating,2500,3000,integrated_DRI,"BOF, DRI, EAF",https://www.gem.wiki/Metalloinvest_OEMK_steel_plant,51.142738,37.940532
TMK Seversky Pipe Plant,Северский трубный завод (Russian),"TMK (TMK Steel Holding Ltd. 65.0584%, TMK Subsidiaries 0.1778%, Other 34.7638%)",PJSC Seversky Tube Works,private,Sverdlovsk,Russia,Eastern Europe,operating,1000,unknown,electric,EAF,https://www.gem.wiki/TMK_Seversky_Pipe_Plant,56.478428,60.249411
TMK Taganrog Metallurgical Plant,Таганрогский металлургический завод (Russian),"TMK (TMK Steel Holding Ltd. 65.0584%, TMK Subsidiaries 0.1778%, Other 34.7638%)",PJSC Tagmet,private,Rostov,Russia,Eastern Europe,operating,1000,unknown,electric,EAF,https://www.gem.wiki/TMK_Taganrog_Metallurgical_Plant,47.241557,38.928584
Balakovo Steel Factory,Металлургический завод Балаково (Russian),Novorosmetall Ltd.,"Abinsk Electric Steel Works, Ltd.",private,Saratov,Russia,Eastern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Balakovo_Steel_Factory,51.936009,47.81591
Severstal Cherepovets,"Череповецкий металлургический комбинат (Russian), Северсталь Российская Сталь Череповецкий (Russian)","Severstal (Alexey Mordashov 77.03%, Treasury shares 1.47%, Other 21.50%)",PJSC Severstal,mixture,Vologda,Russia,Eastern Europe,operating,11600,11600,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Severstal_Cherepovets_steel_plant,59.143998,37.86295
Metalloinvest Ural Steel,Уральская Сталь (Russian),Metalloinvest,JSC Ural Steel,private,Orenburg,Russia,Eastern Europe,operating,4600,1900,integrated_BF,"BF, EAF",https://www.gem.wiki/Metalloinvest_Ural_Steel_plant,51.214781,58.353913
OMK Vyksa Steel Works,ВЫКСУНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД (Russian),OMK Steel,OJSC Vyksa Metallurgical Plant,private,Nizhny Novgorod,Russia,Eastern Europe,operating,2850,2850,integrated_BF,"BF, OHF, EAF",https://www.gem.wiki/OMK_Vyksa_Steel_Works,55.323946,42.150702
Novosibirsk Kuzmin Metallurgical Plant,Новосибирский металлургический завод им. Кузьмина (Russian),PJSC Novosibirsk Metallurgical Plant Kuzmin,PJSC Novosibirsk Metallurgical Plant Kuzmin,private,Novotroitsk,Russia,Eastern Europe,operating,1100,unknown,unknown,unknown,https://www.gem.wiki/Novosibirsk_Kuzmin_Metallurgical_Plant,55.004695,82.853072
VMK Red October,"Волгоградский металлургический комбинат (Russian), Красный Октябрь (Russian)",LLC Krasny Oktyabr Group of Companies,JSC Volgograd Metallurgical Plant,private,Volgograd,Russia,Eastern Europe,operating,2000,unknown,electric_oxygen,"EAF, BOF",https://www.gem.wiki/VMK_Red_October_steel_plant,48.754025,44.561004
Zlatoust Metallurgical Plant,"ЗЛАТОУСТОВСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД (Russian), ЗМЗ (Russian), Златоустовский электрометаллургический завод (Russian), ЗЭМЗ (Russian)",OJSC Zlatoust Metallurgical Plant,OJSC Zlatoust Metallurgical Plant,private,Chelyabinsk,Russia,Eastern Europe,operating,1200,unknown,electric,"EAF, OHF",https://www.gem.wiki/Zlatoust_Metallurgical_Plant,55.197524,59.650247
Evraz ZSMK,ЕВРАЗ ЗСМК (Russian),"Evraz (Roman Abramovich 28.77%, Alexander Abramov 19.41%, Alexander Frolov 9.69%, Gennady Kozovoy 5.77%, Other 33.56%)",Evraz,private,Kemerovskaya,Russia,Eastern Europe,operating,11600,5000,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Evraz_ZSMK_steel_plant,53.88618,87.257618
SABIC Hadeed steel plant,حديد (Arabic),"Saudi Basic Industries Corporation (SABIC) (Government of Saudi Arabia 70%, others 30%)",Saudi Iron & Steel Company,mixture,Eastern Province,Saudi Arabia,Western Asia,operating,6000,5300,integrated_DRI,"DRI, EAF",https://www.gem.wiki/SABIC_Hadeed_steel_plant,27.018411,49.576356
Solb Steel plant,صلب ستيل (Arabic),"Saudi Pan Kingdom Ltd. 50%, Qatar Steel 31.03%, JEC 10%, Dubai Investment 4%, other 4.97% (estimated percentages)",Solb Steel Company,private,Jizan Region,Saudi Arabia,Western Asia,operating,1200,unknown,electric,EAF,https://www.gem.wiki/Solb_Steel_plant,17.298475,42.352338
Al Ittefaq Steel plant,,Al Ittefaq Steel Co.,Arab Steel Co.,private,Eastern Province,Saudi Arabia,Western Asia,operating,4500,1000,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Al_Ittefaq_Steel_plant,26.277917,49.949177
SSAB Oxelösund steel plant,,SSAB,SSAB Oxelösund,private,Södermanland,Sweden,Northern Europe,operating,2300,1825,integrated_BF,"BF, BOF",https://www.gem.wiki/SSAB_Oxel%C3%B6sund_steel_plant,58.670789,17.127786
SSAB Luleå steel plant,,SSAB,SSAB Luleå,private,Norrbotten,Sweden,Northern Europe,operating,1500,2100,integrated_BF,"BF, BOF",https://www.gem.wiki/SSAB_Lule%C3%A5_steel_plant,65.559719,22.219699
Nippon Ovako Smedjebacken steel plant,,Nippon Steel Corporation,Ovako AB (Sweden),private,Dalarna,Sweden,Northern Europe,operating,1010,N/A,electric,EAF,https://www.gem.wiki/Nippon_Ovako_Smedjebacken_steel_plant,60.13552,15.414372
Tata Steel Natsteel plant,,Tata Steel,NatSteel Holdings Pte Ltd.,private,Singapore,Singapore,South-eastern Asia,operating,2000,N/A,electric,EAF,https://www.gem.wiki/Tata_Steel_Natsteel_plant,1.306741174,103.7003003
U. S. Steel Košice steel plant,,United States Steel Corporation,"U. S. Steel Košice, s.r.o.",private,Košice Region,Slovakia,Eastern Europe,operating,4500,4500,integrated_BF,"BF, BOF",https://www.gem.wiki/U._S._Steel_Ko%C5%A1ice_steel_plant,48.612001,21.191401
G Steel plant,"จี สตีล (Thai), บริษัท จี สตีล จำกัด (มหาชน) (Thai)","G Steel Group 100% (Asia Credit Opportunities I (Mauritius) Ltd. 49.99%, M-Power TT Ltd. 15.80%, Superior Overseas (Thailand) Co., Ltd. 7 %, New World Intermetal Co., Ltd. 1.96%, D-Sinchai Co., Ltd. 1.96%, others 23.29%)",G Steel Public Limited Company,private,Rayong,Thailand,South-eastern Asia,operating,1800,N/A,electric,EAF,https://www.gem.wiki/G_Steel_plant,12.793786,101.244592
GJS steel plant,"จี เจ สตีล (Thai), นครไทยสตริปมิล (Thai, predecessor)","G Steel Group 100% (Asia Credit Opportunities I (Mauritius) Ltd. 40.45%, G Steel Public Company Ltd. 8.33%, Nomura Singapore Limited-Customer Segregated Account 7.80%, Mrs Jarunee Chinwongworakul 7.38%, China Tonghai Securities Ltd. 5.01% The Hongkong and Shanghai Banking Corporation Ltd., Singapore Branch 1.78%, Superior Overseas (Thailand) Co., Ltd. 1.62%, Thai NVDR Co., Ltd., 1.52%, Mr. Somchai Padphai 1.48%, Bank of Singapore Ltd. 1.27%, others 23.36%)",G Steel Public Limited Company,private,Chonburi,Thailand,South-eastern Asia,operating,1500,N/A,electric,EAF,https://www.gem.wiki/GJS_steel_plant,13.054668,101.078842
Colakoglu Metallurgical plant,Çolakoğlu Metalurji (Turkish),Colakoglu Metalurji S.A.,Colakoglu Metalurji S.A.,private,Kocaeli,Turkey,Western Asia,operating,3200,unknown,electric,EAF,https://www.gem.wiki/Colakoglu_Metallurgical_plant,40.768409,29.529979
Diler iron and steel plant,DİLER DEMİR ÇELİK ENDÜSTRİSİ ve TİCARET A.Ş. (Turkish),Diler Holding S.A.,Diler Demir Celik Endustri Ve Ticaret S.A.,private,Kocaeli,Turkey,Western Asia,operating,1300,N/A,electric,EAF,https://www.gem.wiki/Diler_iron_and_steel_plant,40.783161,29.533568
Ege Steel plant,Ege Çelik Endüstrisi Sanayi ve Ticaret A.Ş. (Turkish),Ege Çelik Endustri Sanayi ve Ticaret AS,Ege Çelik Endustri Sanayi ve Ticaret AS,private,İzmir,Turkey,Western Asia,operating,2000,N/A,electric,EAF,https://www.gem.wiki/Ege_Steel_plant,38.728005,26.940095
Ekinciler Iron and Steel plant,EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş. (Turkish),Ekinciler Holding,Ekinciler Demir Ve Celik Sanayi AS,private,Hatay,Turkey,Western Asia,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Ekinciler_Iron_and_Steel_plant,36.690115,36.205739
Erdemir steel plant,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş (Turkish),"Ataer Holding 49.28%, Diger 38.63%, Expert Placement Services Ltd. 7.01%, ArcelorMittal 5.07%",Erdemir S.A.,private,Zonguldak,Turkey,Western Asia,operating,4000,3438,integrated_BF,"BF, BOF",https://www.gem.wiki/Erdemir_steel_plant#Plant_Details,41.261469,31.420106
Habas steel plant,HABAŞ (Turkish),Habas Group,Habas S.A.,private,İzmir,Turkey,Western Asia,operating,4500,N/A,electric,EAF,https://www.gem.wiki/Habas_steel_plant,38.751462,26.950172
İÇDAŞ Biga steel plant,İÇDAŞ ÇELİK ENERJİ TERSANE ve ULAŞIM SAN.A.Ş. (Turkish),Icdas,"ICDAS Steel, Energy, Shipbuilding and Transportation Industries S.A.",private,Çanakkale,Turkey,Western Asia,operating,2500,N/A,electric,EAF,https://www.gem.wiki/%C4%B0%C3%87DA%C5%9E_Biga_steel_plant,40.441491,27.137563
İDÇ Izdemir steel plant,İZMİR DEMİR ÇELİK SANAYİ A.Ş. (İDÇ – İZDEMİR) (Turkish),İzmir Demir Çelik Sanayi S.A.,İzmir Demir Çelik Sanayi S.A.,private,İzmir,Turkey,Western Asia,operating,1320,N/A,electric,EAF,https://www.gem.wiki/%C4%B0D%C3%87_Izdemir_steel_plant,38.739596,26.929091
Isdemir steel plant,İSKENDERUN DEMİR VE ÇELİK FABRİKALARI T.A.Ş. (Turkish),"Ataer Holding 49.28%, Diger 38.63%, Expert Placement Services Ltd. 7.01%, ArcelorMittal 5.07%",Isdemir S.A.,private,Hatay,Turkey,Western Asia,operating,5800,5273,integrated_BF,"BF, BOF",https://www.gem.wiki/Isdemir_steel_plant,36.735672,36.204581
Kaptan steel plant,KAPTAN DEMİR ÇELİK END. ve TİCARET A.Ş. (Turkish),Kaptan Group,Kaptan Demir Celik End. ve Ticaret S.A.,private,Tekirdağ,Turkey,Western Asia,operating,1400,unknown,electric,EAF,https://www.gem.wiki/Kaptan_steel_plant,41.015222,27.959978
Kardemir steel plant,KARDEMİR KARABÜK DEMİR ÇELİK SAN. ve TİC.A.Ş. (Turkish),Kardemir S.A.,Kardemir S.A.,private,Karabük,Turkey,Western Asia,operating,3500,3550,integrated_BF,"BF, BOF",https://www.gem.wiki/Kardemir_steel_plant,41.180307,32.634343
Koc Metallurgical plant,"Koç Metalurji A.Ş. (Turkish), Koç Çelik (Turkish, predecessor)",Koc Metallurji S.A.,Koc Metallurji S.A.,private,Osmaniye,Turkey,Western Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Koc_Metallurgical_plant,37.01488,36.104416
Kroman Steel plant,KROMAN ÇELİK SANAYİ A.Ş. (Turkish),Yucel Group,Kroman Celik Sanayi S.A.,private,Kocaeli,Turkey,Western Asia,operating,2000,N/A,electric,EAF,https://www.gem.wiki/Kroman_Steel_plant,40.801101,29.374115
MMK Turkey Metallurgical plant,MMK METALURJİ SAN.TİC. ve LİMAN İŞLT. A.Ş. (Turkish),"MMK Group (Mintha Holding Ltd. 84.26%, The Bank of New York Mellon 3.43%, Other 12.31%)",MMK Metallurgy S.A.,private,Kocaeli,Turkey,Western Asia,operating,2500,unknown,electric,EAF,https://www.gem.wiki/MMK_Turkey_Metallurgical_plant,40.832741,29.558674
Mescier Iron and Steel Bartin plant,,Mescier Sirketler Group,Mescier Demir Celik,private,Bartın,Turkey,Western Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Mescier_Iron_and_Steel_Bartin_plant,41.565932,32.427758
Nursan Steel plant,Nursan Metalurji A.Ş (Turkish),Nursan Celik Sanayi Ve Haddecilik AS,Nursan Celik Sanayi Ve Haddecilik AS,private,Hatay,Turkey,Western Asia,mothballed,1100,1100,integrated_BF,"BF, BOF",https://www.gem.wiki/Nursan_Steel_plant,36.747413,36.21733
Ozkan Iron and Steel plant,ÖZKAN DEMİR ÇELİK SANAYİ A.Ş. (Turkish),Ozkan Iron and Steel S.A.,Ozkan Iron and Steel S.A.,private,İzmir,Turkey,Western Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Ozkan_Iron_and_Steel_plant,38.737005,26.950824
Toscelik Osmaniye steel plant,TOSÇELİK PROFİL VE SAC END. A.Ş. (Turkish),Tosyali Holding,Tosçelik Profil ve Sac Endüstrisi S.A.,private,Osmaniye,Turkey,Western Asia,operating,2500,unknown,electric,EAF,https://www.gem.wiki/Toscelik_Osmaniye_steel_plant,37.016956,36.10911
Toscelik Iskenderun steel plant,,Tosyali Holding,Tosçelik Profil ve Sac Endüstrisi S.A.,private,Hatay,Turkey,Western Asia,operating,2500,unknown,electric,EAF,https://www.gem.wiki/Toscelik_Iskenderun_steel_plant,36.687943,36.214871
Yacizi Iron and Steel plant,YAZICI DEMİR ÇELİK SAN. ve TURİZM TİC.A.Ş. (Turkish),Diler Holding S.A.,Yazici Demir Çelik San. ve Turizm Tic. S.A.,private,Hatay,Turkey,Western Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Yacizi_Iron_and_Steel_plant,36.685932,36.206275
Yesilyurt Iron and Steel plant,YEŞİLYURT DEMİR ÇELİK END. ve LİMAN İŞL.LTD.ŞTİ. (Turkish),Yesilyurt Demir Celik S.A.,Yesilyurt Demir Celik S.A.,private,Samsun,Turkey,Western Asia,operating,1300,N/A,electric,EAF,https://www.gem.wiki/Yesilyurt_Iron_and_Steel_plant,41.241199,36.442055
Bastug Metallurgical plant,BAŞTUĞ METALURJİ SAN.A.Ş. (Turkish),Bastug Metalurji Sanayi S.A.,Bastug Metalurji Sanayi S.A.,private,Osmaniye,Turkey,Western Asia,operating,2000,N/A,electric,EAF,https://www.gem.wiki/Bastug_Metallurgical_plant,37.016498,36.095126
China Steel Structure plant,中鋼結構公司 (Chinese),"China Steel Corporation (CSC, Sinosteel)","China Steel Structure Co., Ltd.",private,Kaohsiung,Taiwan,Eastern Asia,operating,9900,9900,integrated_BF,"BF, BOF",https://www.gem.wiki/China_Steel_Structure_plant,22.78062,120.357461
China Steel Dragon Steel plant,中龍鋼鐵股份有限公司 (Chinese),"China Steel Corporation (CSC, Sinosteel)",Dragon Steel Corporation (DSC),private,Taichung,Taiwan,Eastern Asia,operating,6080,5000,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/China_Steel_Dragon_Steel_plant,24.226897,120.493911
Feng Hsin Steel plant,豐興鋼鐵股份有限公司 (Chinese),"Feng Hsin Steel Co., Ltd.","Feng Hsin Steel Co., Ltd.",private,Taichung,Taiwan,Eastern Asia,operating,1200,unknown,electric,EAF,https://www.gem.wiki/Feng_Hsin_Steel_plant,24.31287,120.712774
Yieh United Steel plant,燁聯鋼鐵股份有限公司 (Chinese),Yieh Corp Ltd,Yieh United Steel Corp.,private,Kaohsiung,Taiwan,Eastern Asia,operating,1000,1000,integrated_BF,"BF, BOF",https://www.gem.wiki/Yieh_United_Steel_plant,22.830857,120.300604
Alchevsk Iron & Steel plant,"Алчевський МК (Ukranian), Алчевский МК (Russian)",*Industrial Union of Donbas,PSJC Alchevsk Iron & Steel Works,private,Luhansk,Ukraine,Eastern Europe,operating,5472,5320,integrated_BF,"BF, BOF",https://www.gem.wiki/Alchevsk_Iron_%26_Steel_plant,48.478111,38.770787
ArcelorMittal Kryvyi Rih steel plant,ПАТ АрселорМіттал Кривий Ріг (Ukranian),ArcelorMittal,PSJC ArcelorMittal Kryvyi Rih,private,Dnipropetrovsk,Ukraine,Eastern Europe,operating,8000,11450,integrated_BF,"BF, BOF, OHF, THF",https://www.gem.wiki/ArcelorMittal_Kryvyi_Rih_steel_plant,47.874411,33.392993
